"OTU_ID","Mean.blank","All.groups","Group1","taxon"
"MOTU211",51.4788506279152,"Totally.removed","Totally.removed","Eukaryota"
"MOTU212",0.0184250016645241,"Totally.removed","Totally.removed","Eukaryota"
"MOTU213",0.0113768970718919,"Totally.removed","Totally.removed","cellular organisms"
"MOTU214",150.672982115371,"Totally.removed","Totally.removed","root"
"MOTU217",46.6656265113875,"Totally.removed","Totally.removed","Homo"
"MOTU2189",0.0180598296176186,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU2265",1.04018275134305,"Totally.removed","Totally.removed","root"
"MOTU22671",0.121769828438532,"Totally.removed","Totally.removed","root"
"MOTU227",73.6900044151484,"Totally.removed","Totally.removed","root"
"MOTU228",71.7579324547347,"Totally.removed","Totally.removed","Eukaryota"
"MOTU233",0.00919371326348071,"Totally.removed","Totally.removed","cellular organisms"
"MOTU23407",0.0565658363309371,"Totally.removed","Totally.removed","root"
"MOTU23658",0.0368500033290483,"Totally.removed","Totally.removed","root"
"MOTU237",80.7634910308347,"Totally.removed","Totally.removed","root"
"MOTU23708",0.132686651114328,"Totally.removed","Totally.removed","root"
"MOTU23874",0.0980186564063477,"Totally.removed","Totally.removed","root"
"MOTU24",0.0225882578310758,"Totally.removed","Totally.removed","Calanoida"
"MOTU240",49.2055374860691,"Totally.removed","Totally.removed","Eukaryota"
"MOTU2410",0.00998249075284213,"Totally.removed","Totally.removed","Eukaryota"
"MOTU24198",1.06346173640229,"Totally.removed","Totally.removed","root"
"MOTU242",0.0490858234411243,"Totally.removed","Totally.removed","Bacillariophyta"
"MOTU2423",0.0490858234411243,"Totally.removed","Totally.removed","Capitata"
"MOTU24538",0.0981276092884553,"Totally.removed","Totally.removed","root"
"MOTU24621",0.0180598296176186,"Totally.removed","Totally.removed","Eukaryota"
"MOTU248",0.0131698888201464,"Totally.removed","Totally.removed","Eukaryota"
"MOTU25",758.815931403253,"Totally.removed","Totally.removed","Eukaryota"
"MOTU25001",0.102023382688227,"Totally.removed","Totally.removed","root"
"MOTU25046",1.05843007634136,"Totally.removed","Totally.removed","root"
"MOTU2509",0.0136508864064113,"Totally.removed","Totally.removed","Eukaryota"
"MOTU25116",0.0107759911815099,"Totally.removed","Totally.removed","Eukaryota"
"MOTU252",0.0341306912156756,"Totally.removed","Totally.removed","Stramenopiles"
"MOTU256",97.968917298186,"Totally.removed","Totally.removed","root"
"MOTU25709",0.0113768970718919,"Totally.removed","Totally.removed","Bacillariophyta"
"MOTU25719",0.0120513207041522,"Totally.removed","Totally.removed","Eukaryota"
"MOTU26",1161.16591365863,"Totally.removed","Totally.removed","Eukaryota"
"MOTU260",0.0135776748679974,"Totally.removed","Totally.removed","root"
"MOTU262",0.0180598296176186,"Totally.removed","Totally.removed","cellular organisms"
"MOTU2638",0.00701331311055789,"Totally.removed","Totally.removed","Eukaryota"
"MOTU264",1.02785714285714,"Totally.removed","Totally.removed","Eukaryota"
"MOTU266",0.00911592620090766,"Totally.removed","Totally.removed","Alveolata"
"MOTU26849",0.0428964819523766,"Totally.removed","Totally.removed","root"
"MOTU26867",0.0541769523574815,"Totally.removed","Totally.removed","root"
"MOTU272",0.0107759911815099,"Totally.removed","Totally.removed","Alveolata"
"MOTU27337",0.0407330246039923,"Totally.removed","Totally.removed","root"
"MOTU27340",2.09644731031828,"Totally.removed","Totally.removed","root"
"MOTU277",0.014485838306234,"Totally.removed","Totally.removed","Stramenopiles"
"MOTU27744",0.0454974045407689,"Totally.removed","Totally.removed","root"
"MOTU2787",0.571888386700791,"Totally.removed","Totally.removed","root"
"MOTU279",0.0215519823630199,"Totally.removed","Totally.removed","Aplysiidae"
"MOTU27993",0.0397802163778385,"Totally.removed","Totally.removed","root"
"MOTU28148",0.049059350113939,"Totally.removed","Totally.removed","root"
"MOTU28269",1.08871189928436,"Totally.removed","Totally.removed","root"
"MOTU28287",0.0404267082601963,"Totally.removed","Totally.removed","root"
"MOTU283",0.0155891822558489,"Totally.removed","Totally.removed","cellular organisms"
"MOTU28371",1.21708222399881,"Totally.removed","Totally.removed","Eukaryota"
"MOTU28620",0.0590055312727283,"Totally.removed","Totally.removed","root"
"MOTU287",5.39208203839431,"Totally.removed","Totally.removed","Acartia"
"MOTU28946",0.0107759911815099,"Totally.removed","Totally.removed","root"
"MOTU2903",0.902588225834432,"Totally.removed","Totally.removed","root"
"MOTU29118",0.0113768970718919,"Totally.removed","Totally.removed","root"
"MOTU29133",0.00795604327556771,"Totally.removed","Totally.removed","root"
"MOTU298",39.3697420901476,"Totally.removed","Totally.removed","root"
"MOTU3014",0.734956736928507,"Totally.removed","Totally.removed","root"
"MOTU30284",0.0155891822558489,"Totally.removed","Totally.removed","root"
"MOTU30352",0.00896501712012998,"Totally.removed","Totally.removed","root"
"MOTU30367",0.0496536816760645,"Totally.removed","Totally.removed","root"
"MOTU3075",0.0329420721022312,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3081",0.00866936406991399,"Totally.removed","Totally.removed","Eukaryota"
"MOTU31",892.6516108479,"Totally.removed","Totally.removed","Eukaryota"
"MOTU31000",0.0846533029206348,"Totally.removed","Totally.removed","root"
"MOTU3104",0.00781913934043196,"Totally.removed","Totally.removed","Eukaryota"
"MOTU31421",0.0970045734545033,"Totally.removed","Totally.removed","root"
"MOTU31744",0.0180598296176186,"Totally.removed","Totally.removed","cellular organisms"
"MOTU3178",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3179",14.2757936507937,"Totally.removed","Totally.removed","cellular organisms"
"MOTU323",0.012761119644143,"Totally.removed","Totally.removed","Eukaryota"
"MOTU3275",1.66177751112338,"Totally.removed","Totally.removed","root"
"MOTU33",606.824119632741,"Totally.removed","Totally.removed","Eukaryota"
"MOTU33144",0.01793003424026,"Totally.removed","Totally.removed","root"
"MOTU34",644.392975701021,"Totally.removed","Totally.removed","Eukaryota"
"MOTU34429",2.1604496840961,"Totally.removed","Totally.removed","root"
"MOTU34588",0.012761119644143,"Totally.removed","Totally.removed","root"
"MOTU34673",0.11475747827154,"Totally.removed","Totally.removed","cellular organisms"
"MOTU34977",0.0155891822558489,"Totally.removed","Totally.removed","root"
"MOTU35297",0.0227537941437837,"Totally.removed","Totally.removed","root"
"MOTU35645",0.017338728139828,"Totally.removed","Totally.removed","root"
"MOTU3587",0.016585831389291,"Totally.removed","Totally.removed","Eukaryota"
"MOTU36",545.299393118685,"Totally.removed","Totally.removed","Eukaryota"
"MOTU36028",0.0404267082601963,"Totally.removed","Totally.removed","root"
"MOTU36101",0.014485838306234,"Totally.removed","Totally.removed","cellular organisms"
"MOTU36525",0.0184250016645241,"Totally.removed","Totally.removed","root"
"MOTU36593",0.00896501712012998,"Totally.removed","Totally.removed","root"
"MOTU36970",0.791364902808894,"Totally.removed","Totally.removed","Eukaryota"
"MOTU37078",0.019898551736547,"Totally.removed","Totally.removed","root"
"MOTU37271",0.0105369371269236,"Totally.removed","Totally.removed","Eukaryota"
"MOTU374",0.0164173451133584,"Totally.removed","Totally.removed","Eukaryota"
"MOTU375",23.5389995811449,"Totally.removed","Totally.removed","root"
"MOTU37542",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU376",22.1123339044584,"Totally.removed","Totally.removed","Elysia"
"MOTU37648",0.011868197848384,"Totally.removed","Totally.removed","root"
"MOTU3774",0.709071174171288,"Totally.removed","Totally.removed","cellular organisms"
"MOTU37888",7.14748157079828,"Totally.removed","Totally.removed","Tetrapoda"
"MOTU37952",0.0207584819343521,"Totally.removed","Totally.removed","root"
"MOTU38",177.269596705481,"Totally.removed","Totally.removed","root"
"MOTU38105",0.0711132420450825,"Totally.removed","Totally.removed","root"
"MOTU38235",0.0543106994719898,"Totally.removed","Totally.removed","root"
"MOTU38446",0.00795604327556771,"Totally.removed","Totally.removed","root"
"MOTU38525",0.00827448996020885,"Totally.removed","Totally.removed","cellular organisms"
"MOTU386",0.0185346426510593,"Totally.removed","Totally.removed","Ceramiales"
"MOTU38935",0.00896501712012998,"Totally.removed","Totally.removed","root"
"MOTU39",453.530088840564,"Totally.removed","Totally.removed","Eukaryota"
"MOTU39418",0.0190130263097452,"Totally.removed","Totally.removed","root"
"MOTU39892",0.0436257354090904,"Totally.removed","Totally.removed","root"
"MOTU4",3068.42479428022,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4010",1.14215051141416,"Totally.removed","Totally.removed","root"
"MOTU4011",0.0320026765325216,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4017",0.0959642123192998,"Totally.removed","Totally.removed","Culex bahamensis"
"MOTU4019",1.02785714285714,"Totally.removed","Totally.removed","cellular organisms"
"MOTU40286",0.00919371326348071,"Totally.removed","Totally.removed","Eukaryota"
"MOTU40418",0.033171662778582,"Totally.removed","Totally.removed","root"
"MOTU40533",0.058513019849085,"Totally.removed","Totally.removed","root"
"MOTU4095",0.0187320344570776,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU40978",0.0655031685544827,"Totally.removed","Totally.removed","Eukaryota"
"MOTU41",0.0490858234411243,"Totally.removed","Totally.removed","cellular organisms"
"MOTU42",0.0428301923024458,"Totally.removed","Totally.removed","Podoplea"
"MOTU422",0.0138163984038651,"Totally.removed","Totally.removed","Eukaryota"
"MOTU42745",0.016585831389291,"Totally.removed","Totally.removed","root"
"MOTU42993",0.0569049627815563,"Totally.removed","Totally.removed","Eukaryota"
"MOTU43",427.961207435348,"Totally.removed","Totally.removed","Eukaryota"
"MOTU43025",0.0155891822558489,"Totally.removed","Totally.removed","cellular organisms"
"MOTU43046",0.0210738742538472,"Totally.removed","Totally.removed","cellular organisms"
"MOTU431",0.00866936406991399,"Totally.removed","Totally.removed","Hydroidolina"
"MOTU43144",0.0105369371269236,"Totally.removed","Totally.removed","root"
"MOTU434",4.3187274909964,"Totally.removed","Totally.removed","Terpios gelatinosus"
"MOTU43526",0.0191008909324527,"Totally.removed","Totally.removed","Eukaryota"
"MOTU43904",416.736521606,"Totally.removed","Totally.removed","root"
"MOTU43977",256.964285714286,"Totally.removed","Totally.removed","root"
"MOTU44116",1.03682215997727,"Totally.removed","Totally.removed","root"
"MOTU44308",0.0180598296176186,"Totally.removed","Totally.removed","cellular organisms"
"MOTU44446",0.0135776748679974,"Totally.removed","Totally.removed","Eukaryota"
"MOTU44673",0.0312765573617278,"Totally.removed","Totally.removed","root"
"MOTU44838",0.0418156701069104,"Totally.removed","Totally.removed","root"
"MOTU45",0.0219138341988155,"Totally.removed","Totally.removed","Alveolata"
"MOTU45282",0.0301898004547549,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU4534",0.00633525518883375,"Totally.removed","Totally.removed","root"
"MOTU45471",0.0183874265269614,"Totally.removed","Totally.removed","root"
"MOTU456",21.3917864730281,"Totally.removed","Totally.removed","Opisthokonta"
"MOTU45770",0.0495305099680582,"Totally.removed","Totally.removed","root"
"MOTU4580",0.396542628966538,"Totally.removed","Totally.removed","Eukaryota"
"MOTU45903",0.139825485356706,"Totally.removed","Totally.removed","root"
"MOTU461",16.4915782989255,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4619",0.890399280585432,"Totally.removed","Totally.removed","Eukaryota"
"MOTU46209",0.0131698888201464,"Totally.removed","Totally.removed","Eukaryota"
"MOTU469",35.7439397303279,"Totally.removed","Totally.removed","root"
"MOTU48",0.0135776748679974,"Totally.removed","Totally.removed","Eukaryota"
"MOTU481",0.0107759911815099,"Totally.removed","Totally.removed","root"
"MOTU48849",0.273651989440737,"Totally.removed","Totally.removed","Bilateria"
"MOTU489",0.0375136197005316,"Totally.removed","Totally.removed","root"
"MOTU49461",0.0362982304697959,"Totally.removed","Totally.removed","root"
"MOTU4970",1.21605010985859,"Totally.removed","Totally.removed","Eukaryota"
"MOTU4984",0.00912256055503712,"Totally.removed","Totally.removed","Eukaryota"
"MOTU499",0.0490858234411243,"Totally.removed","Totally.removed","Florideophyceae"
"MOTU50",0.0559641469115595,"Totally.removed","Totally.removed","Eukaryota"
"MOTU505",13.8533083355289,"Totally.removed","Totally.removed","Eukaryota"
"MOTU508",19.0730858905576,"Totally.removed","Totally.removed","root"
"MOTU51",0.0490858234411243,"Totally.removed","Totally.removed","Alveolata"
"MOTU5105",157.544097616031,"Totally.removed","Totally.removed","root"
"MOTU5169",0.0135776748679974,"Totally.removed","Totally.removed","Eukaryota"
"MOTU519",22.0483382379057,"Totally.removed","Totally.removed","Eukaryota"
"MOTU52",366.629249708007,"Totally.removed","Totally.removed","Eukaryota"
"MOTU53",0.014485838306234,"Totally.removed","Totally.removed","Bacillariophyta"
"MOTU55",0.0107759911815099,"Totally.removed","Totally.removed","cellular organisms"
"MOTU5508",1.03144811035244,"Totally.removed","Totally.removed","root"
"MOTU558",10.1218321055556,"Totally.removed","Totally.removed","root"
"MOTU56",0.0199985894904299,"Totally.removed","Totally.removed","Eukaryota"
"MOTU57",2.43438945049948,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU5733",7.69326270850236,"Totally.removed","Totally.removed","root"
"MOTU5741",100.107898705753,"Totally.removed","Totally.removed","root"
"MOTU5744",0.290477634441938,"Totally.removed","Totally.removed","root"
"MOTU576",0.00911592620090766,"Totally.removed","Totally.removed","cellular organisms"
"MOTU58",14.4127598100515,"Totally.removed","Totally.removed","Alveolata"
"MOTU585",0.0349563713391764,"Totally.removed","Totally.removed","Laurencieae"
"MOTU59",0.143679235169816,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU5905",0.407760384539523,"Totally.removed","Totally.removed","root"
"MOTU5943",0.261871697421282,"Totally.removed","Totally.removed","root"
"MOTU601",0.0180598296176186,"Totally.removed","Totally.removed","Eukaryota"
"MOTU604",357.210667408577,"Totally.removed","Totally.removed","Ecdysozoa"
"MOTU61",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU6126",142.828997463437,"Totally.removed","Totally.removed","root"
"MOTU62",0.00919371326348071,"Totally.removed","Totally.removed","Eukaryota"
"MOTU63",338.939736807518,"Totally.removed","Totally.removed","Eukaryota"
"MOTU650",17.5454731207253,"Totally.removed","Totally.removed","root"
"MOTU652",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU659",19.1977620919524,"Totally.removed","Totally.removed","root"
"MOTU667",0.0219138341988155,"Totally.removed","Totally.removed","Alveolata"
"MOTU67",0.0945934117286918,"Totally.removed","Totally.removed","root"
"MOTU68",306.065722429563,"Totally.removed","Totally.removed","Metazoa"
"MOTU6820",0.0164173451133584,"Totally.removed","Totally.removed","Alveolata"
"MOTU687",17.2335928983224,"Totally.removed","Totally.removed","root"
"MOTU6898",0.0860105327447516,"Totally.removed","Totally.removed","root"
"MOTU69",358.018776822104,"Totally.removed","Totally.removed","cellular organisms"
"MOTU6907",0.156569026004508,"Totally.removed","Totally.removed","root"
"MOTU703",0.00912256055503712,"Totally.removed","Totally.removed","Eukaryota"
"MOTU708",0.0107759911815099,"Totally.removed","Totally.removed","Eukaryota"
"MOTU71",0.0626634983091218,"Totally.removed","Totally.removed","Eukaryota"
"MOTU72",511.198190317533,"Totally.removed","Totally.removed","Octocorallia"
"MOTU7223",1.17248702276539,"Totally.removed","Totally.removed","root"
"MOTU725",0.0155891822558489,"Totally.removed","Totally.removed","Eukaryota"
"MOTU73",0.0582083839961614,"Totally.removed","Totally.removed","Eukaryota"
"MOTU74",206.309543180895,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7489",0.0227537941437837,"Totally.removed","Totally.removed","root"
"MOTU757",6.70071175149016,"Totally.removed","Totally.removed","Eukaryota"
"MOTU758",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU7665",0.0304057766045263,"Totally.removed","Totally.removed","Bilateria"
"MOTU7687",0.00633525518883375,"Totally.removed","Totally.removed","Metazoa"
"MOTU77",242.807393152264,"Totally.removed","Totally.removed","Opisthokonta"
"MOTU7729",1.38094426839277,"Totally.removed","Totally.removed","root"
"MOTU777",0.00795604327556771,"Totally.removed","Totally.removed","Florideophyceae"
"MOTU78",237.412153436024,"Totally.removed","Totally.removed","cellular organisms"
"MOTU788",10.4439991407465,"Totally.removed","Totally.removed","root"
"MOTU7903",0.956864037206941,"Totally.removed","Totally.removed","Eukaryota"
"MOTU793",0.00912256055503712,"Totally.removed","Totally.removed","Metazoa"
"MOTU8",2025.01933721227,"Totally.removed","Totally.removed","root"
"MOTU802",0.0155891822558489,"Totally.removed","Totally.removed","cellular organisms"
"MOTU81",218.079888337551,"Totally.removed","Totally.removed","Eukaryota"
"MOTU813",12.1936172938321,"Totally.removed","Totally.removed","cellular organisms"
"MOTU82",291.395972233798,"Totally.removed","Totally.removed","root"
"MOTU8353",14.2720925530992,"Totally.removed","Totally.removed","cellular organisms"
"MOTU84",178.118946651134,"Totally.removed","Totally.removed","cellular organisms"
"MOTU8541",0.362916927716601,"Totally.removed","Totally.removed","root"
"MOTU8554",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU86",180.507127602648,"Totally.removed","Totally.removed","Metazoa"
"MOTU8722",0.0827122025107169,"Totally.removed","Totally.removed","root"
"MOTU88",188.082930990073,"Totally.removed","Totally.removed","root"
"MOTU89",210.010264903453,"Totally.removed","Totally.removed","root"
"MOTU8926",0.0135776748679974,"Totally.removed","Totally.removed","Eukaryota"
"MOTU90",0.0490858234411243,"Totally.removed","Totally.removed","Eukaryota"
"MOTU9076",0.0473082618175315,"Totally.removed","Totally.removed","root"
"MOTU916",0.0155891822558489,"Totally.removed","Totally.removed","Eukaryota"
"MOTU9195",0.0490858234411243,"Totally.removed","Totally.removed","Dinophyceae"
"MOTU9201",87.3602202676237,"Totally.removed","Totally.removed","root"
"MOTU94",0.17910733575873,"Totally.removed","Totally.removed","root"
"MOTU9403",0.00661367150229158,"Totally.removed","Totally.removed","root"
"MOTU9435",0.172050592501188,"Totally.removed","Totally.removed","root"
"MOTU95",0.0355182360458111,"Totally.removed","Totally.removed","Acotylea"
"MOTU954",0.0490858234411243,"Totally.removed","Totally.removed","Laurencieae"
"MOTU956",4.34928059208461,"Totally.removed","Totally.removed","Eukaryota"
"MOTU959",0.0136508864064113,"Totally.removed","Totally.removed","Haplosclerida"
"MOTU960",3.99007155635063,"Totally.removed","Totally.removed","root"
"MOTU964",6.78636608644259,"Totally.removed","Totally.removed","Eukaryota"
"MOTU97",0.0184250016645241,"Totally.removed","Totally.removed","Eukaryota"
"MOTU9782",0.379324574639418,"Totally.removed","Totally.removed","Opisthokonta"
"MOTU9787",0.0105369371269236,"Totally.removed","Totally.removed","root"
"MOTU98",0.058201749642032,"Totally.removed","Totally.removed","Eukaryota"
"MOTU9805",0.0627551198409099,"Totally.removed","Totally.removed","Opisthokonta"
"MOTU99",186.226380663102,"Totally.removed","Totally.removed","Eukaryota"
